,Unnamed: 0,File,V_Neg,V_Neut,V_Pos,A_Neut,A_Pos,Laning,Shopping,Returning,Roaming,Fighting,Pushing,Defending,Dead,Misc
2431,2431,11_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2432,2432,8_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2434,2434,69_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2435,2435,164_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2437,2437,22_02_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2438,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2439,2439,131_03_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2441,2441,36_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2443,2443,197_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2444,2444,33_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2445,2445,9_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2446,2446,78_04_02.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2448,2448,185_06_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2449,2449,141_07_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2450,2450,60_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2454,2454,48_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2458,2458,52_02_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2459,2459,166_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2463,2463,205_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2465,2465,160_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2466,2466,224_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2468,2468,12_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2469,2469,213_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2470,2470,19_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2471,2471,114_06_03.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2473,2473,12_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2478,2478,25_02_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2482,2482,132_02_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2484,2484,177_03_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2486,2486,95_06_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2489,2489,94_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2492,2492,157_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2495,2495,39_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2496,2496,155_04_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2501,2501,119_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2503,2503,104_02_01.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2504,2504,96_04_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2505,2505,164_04_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2508,2508,189_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2509,2509,70_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2511,2511,171_01_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2514,2514,29_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2515,2515,21_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2519,2519,180_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2520,2520,146_03_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2521,2521,174_07_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2523,2523,171_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2524,2524,22_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2525,2525,122_03_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2526,2526,131_04_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2527,2527,66_04_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2528,2528,194_03_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2529,2529,53_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2533,2533,222_05_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2534,2534,178_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2535,2535,123_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2536,2536,45_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2537,2537,110_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2538,2538,221_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2540,2540,87_02_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2541,2541,13_03_03.mp4,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2542,2542,174_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2543,2543,173_05_01.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2544,2544,164_05_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2545,2545,57_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2546,2546,120_04_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2551,2551,3_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2553,2553,47_05_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2554,2554,99_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2555,2555,90_03_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2556,2556,157_05_02.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2557,2557,95_04_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2559,2559,188_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2560,2560,4_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2561,2561,140_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2562,2562,187_05_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2566,2566,83_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2569,2569,192_01_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2570,2570,218_02_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2571,2571,10_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2574,2574,90_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2576,2576,171_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2577,2577,181_04_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2579,2579,49_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2580,2580,192_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2581,2581,158_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2582,2582,138_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2583,2583,208_05_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2589,2589,108_05_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2590,2590,179_04_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2596,2596,59_05_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2597,2597,130_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2598,2598,79_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2600,2600,237_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2606,2606,156_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2607,2607,2_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2609,2609,165_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2610,2610,149_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2612,2612,84_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2614,2614,223_01_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2615,2615,67_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2618,2618,66_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2621,2621,200_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2624,2624,6_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2625,2625,16_06_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2626,2626,40_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2627,2627,58_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2628,2628,214_01_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2629,2629,239_02_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2630,2630,139_05_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2631,2631,22_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2632,2632,62_03_02.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2633,2633,134_01_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2635,2635,139_01_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2638,2638,127_05_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2640,2640,19_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2643,2643,230_05_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2644,2644,210_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2646,2646,35_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2647,2647,13_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2648,2648,91_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2649,2649,219_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2652,2652,195_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2653,2653,184_04_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2654,2654,233_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2656,2656,168_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2659,2659,133_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2660,2660,7_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2661,2661,32_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2663,2663,58_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2664,2664,180_06_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2665,2665,43_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2667,2667,101_01_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2669,2669,177_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2670,2670,4_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2671,2671,178_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2672,2672,155_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2675,2675,28_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2676,2676,217_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2677,2677,133_04_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2678,2678,45_05_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2680,2680,100_05_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2683,2683,46_02_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2684,2684,13_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2686,2686,47_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2687,2687,107_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2689,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2693,2693,130_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2696,2696,139_02_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2697,2697,95_05_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2699,2699,107_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2700,2700,119_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2702,2702,124_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2703,2703,121_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2706,2706,139_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2707,2707,170_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2708,2708,82_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2709,2709,156_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2714,2714,41_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2716,2716,14_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2718,2718,55_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2719,2719,86_03_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2720,2720,9_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2722,2722,128_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2725,2725,127_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2726,2726,173_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2728,2728,218_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2730,2730,174_03_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2731,2731,226_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2732,2732,89_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2735,2735,119_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2736,2736,157_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2739,2739,54_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2740,2740,17_03_03.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2742,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2743,2743,83_06_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2744,2744,73_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2745,2745,129_04_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2746,2746,183_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2747,2747,191_04_01.mp4,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2749,2749,97_04_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2750,2750,142_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2751,2751,71_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2753,2753,114_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2754,2754,170_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2755,2755,66_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2756,2756,52_05_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2758,2758,114_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2759,2759,201_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2762,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2763,2763,23_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2764,2764,38_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2767,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2768,2768,143_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2770,2770,155_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2772,2772,227_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2774,2774,101_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2779,2779,149_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2780,2780,167_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2781,2781,2_03_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2784,2784,12_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2785,2785,105_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2787,2787,86_04_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2788,2788,66_06_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2790,2790,50_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2791,2791,4_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2792,2792,146_02_02.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2794,2794,196_02_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2795,2795,8_01_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2796,2796,192_05_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2797,2797,29_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2800,2800,101_05_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2804,2804,221_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2806,2806,152_06_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2808,2808,10_01_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2810,2810,38_03_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2812,2812,96_06_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2813,2813,196_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2814,2814,100_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2815,2815,111_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2816,2816,155_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2817,2817,11_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2819,2819,216_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2820,2820,210_05_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2821,2821,225_03_01.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2823,2823,75_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2824,2824,96_06_01.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2826,2826,10_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2829,2829,76_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2831,2831,71_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2834,2834,116_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2838,2838,182_03_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2839,2839,166_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2840,2840,6_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2843,2843,213_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2844,2844,68_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2845,2845,73_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2846,2846,51_01_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2847,2847,138_04_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2848,2848,66_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2851,2851,53_05_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2853,2853,238_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2854,2854,169_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2855,2855,144_07_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2856,2856,153_01_02.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2858,2858,81_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2859,2859,124_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2860,2860,175_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2862,2862,56_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2864,2864,162_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2865,2865,44_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2866,2866,43_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2869,2869,167_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2872,2872,239_07_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2873,2873,27_07_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2875,2875,6_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2876,2876,177_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2878,2878,203_02_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2880,2880,159_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2882,2882,56_05_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2884,2884,163_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2887,2887,176_07_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2888,2888,1_02_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2889,2889,144_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2891,2891,198_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2893,2893,231_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2896,2896,17_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2897,2897,158_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2898,2898,156_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2899,2899,19_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2902,2902,168_04_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2903,2903,83_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2907,2907,227_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2909,2909,118_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2911,2911,153_04_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2912,2912,227_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2914,2914,151_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2915,2915,38_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2917,2917,195_04_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2920,2920,89_05_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2923,2923,25_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2926,2926,102_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2927,2927,29_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2931,2931,16_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2933,2933,164_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2934,2934,174_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2937,2937,48_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2938,2938,61_02_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2940,2940,147_06_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2941,2941,84_05_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2943,2943,28_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2945,2945,204_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2949,2949,88_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2950,2950,55_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2953,2953,228_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2954,2954,163_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2956,2956,166_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2957,2957,32_05_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2958,2958,3_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2959,2959,143_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2960,2960,111_01_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2961,2961,107_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2963,2963,169_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2964,2964,212_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2966,2966,16_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2968,2968,8_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2969,2969,129_05_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2970,2970,157_05_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2971,2971,217_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2972,2972,94_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2973,2973,107_03_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2974,2974,17_02_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2975,2975,109_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2976,2976,144_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2977,2977,239_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2979,2979,8_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
